review_scores_rating,name_sentiment,description_sentiment,neighborhood_overview_sentiment,host_duration_years,host_about_sentiment,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_phone_verified,host_email_verified,host_work_email_verified,host_has_profile_pic,host_identity_verified,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,years_since_first_review,years_since_last_review,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,review_sentiment,review_sentiment_average
5,3,3,14,7.361643836,6,0,0,-1,1,3,1,1,-1,1,1,6,0.5,3,3,100,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,8,0,0,6.723287671,6.317808219,1,1,1,0,0,0.1,127,15.875
4.96,0,18,7,8.126027397,0,1,0,-1,1,1,1,1,-1,1,-1,2,0.5,1,1,100,2,1124,2,2,1124,1124,2,1124,1,0,0,0,29,29,0,0,6.591780822,2.835616438,-1,1,0,1,0,0.38,308,10.62068966
4.91,4,17,5,6.84109589,9,0,0,-1,2,4,1,1,-1,1,1,2,0.5,1,1,95,2,7,2,2,7,7,2,7,1,0,0,0,0,110,0,0,6.756164384,3.547945205,-1,2,1,1,0,1.4,1096,9.963636364
5,0,2,0,9.526027397,5,0.86,0.73,-1,17,22,1,1,-1,1,1,16,0.5,9,13,693,3,1125,2,3,1125,1125,3,1125,1,2,10,20,103,5,0,0,4.301369863,2.906849315,-1,13,13,0,0,0.1,56,11.2
4.64,0,27,10,8.58630137,19,0,0,-1,1,1,1,1,-1,1,-1,2,0.5,1,1,65,2,5,2,2,5,5,2,5,1,0,0,0,0,14,0,0,6.701369863,5.287671233,1,1,0,1,0,0.18,127,9.071428571
4.57,0,2,0,6.821917808,0,1,1,-1,1,1,1,1,-1,1,1,3,0.5,1,3,115,1,7,1,1,7,7,1,7,1,3,17,36,108,363,52,8,6.706849315,0.304109589,-1,1,0,1,0,4.65,2182,6.027624309
4.62,0,15,6,6.895890411,3,0,0,-1,1,1,1,1,-1,1,1,4,0.5,2,2,89,3,1125,3,3,1125,1125,3,1125,1,0,0,0,0,21,0,0,6.460273973,5.994520548,-1,1,1,0,0,0.28,209,9.952380952
4.97,1,7,10,8.44109589,0,0.9,0.85,1,2,2,1,1,-1,1,1,2,0.5,0,1,120,21,31,21,21,31,31,21,31,1,0,0,12,12,150,5,0,6.794520548,0.509589041,-1,2,2,0,0,1.9,1797,11.98
5,0,7,5,6.819178082,0,0,0,-1,1,1,1,1,-1,1,-1,2,0.5,1,1,35,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,1,0,0,6.775342466,6.775342466,-1,1,0,1,0,0.01,12,12
4.8,0,-1,0,7.342465753,0,1,0.4,-1,2,3,1,1,-1,1,-1,2,0.5,1,1,100,7,1125,7,7,1125,1125,7,1125,1,6,6,6,270,42,5,1,5.789041096,0.342465753,-1,2,0,2,0,0.63,415,9.880952381
4.1,0,7,24,6.816438356,0,0.67,0.79,1,12,13,1,1,-1,1,1,4,0.5,1,3,50,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,39,0,0,6.775342466,5.939726027,1,7,1,6,0,0.49,203,5.205128205
5,1,10,0,7.895890411,0,0.8,1,-1,1,1,1,1,-1,1,-1,2,0.5,1,1,52,7,60,7,13,13,60,7,59.8,1,0,4,4,4,2,0,0,6.635616438,6.550684932,-1,1,1,0,0,0.03,18,9
4.88,3,7,11,6.830136986,12,0,0,-1,2,2,1,1,1,1,1,2,0.5,1,1,129,3,1125,3,3,1125,1125,3,1125,1,0,0,0,0,60,0,0,6.77260274,3.350684932,-1,2,1,1,0,0.76,875,14.58333333
4.5,5,15,3,7.043835616,4,0,0,-1,1,1,1,1,-1,1,1,2,0.5,1,1,125,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,2,0,0,6.783561644,6.495890411,-1,1,0,1,0,0.03,26,13
4.9,0,22,19,8.953424658,8,0,0,-1,1,1,1,1,1,1,1,4,0.5,2,2,120,3,1125,3,3,1125,1125,3,1125,1,0,0,0,0,29,0,0,6.320547945,3.293150685,-1,1,1,0,0,0.4,340,11.72413793
4.33,0,10,0,7.520547945,7,0,0,-1,1,1,1,1,-1,1,-1,1,0.5,1,1,40,3,1125,3,3,1125,1125,3,1125,1,0,0,0,0,3,0,0,6.684931507,6.589041096,-1,1,0,1,0,0.04,12,4
4.87,0,23,27,8.419178082,49,0,0,-1,1,1,1,1,-1,1,1,2,0.5,1,1,90,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,30,0,0,6.41369863,5.4,-1,1,1,0,0,0.4,268,8.933333333
4.8,2,9,11,9.539726027,3,1,1,1,1,1,1,1,1,1,1,3,0.5,1,2,34,2,14,2,2,14,14,2,14,1,2,4,7,73,277,47,5,6.495890411,0.301369863,1,1,0,1,0,3.67,2222,8.02166065
4.67,5,3,0,6.805479452,0,0,0,-1,1,2,1,1,-1,1,-1,2,0.5,1,1,35,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,13,0,0,6.789041096,4.293150685,-1,1,0,1,0,0.16,94,7.230769231
5,8,21,9,6.805479452,0,0,0,-1,1,1,1,1,-1,1,1,1,0.5,1,1,99,4,1125,4,4,1125,1125,4,1125,1,0,0,0,0,7,0,0,6.756164384,5.515068493,1,1,0,1,0,0.09,67,9.571428571
4.94,5,5,0,6.805479452,18,0,0,-1,1,3,1,1,-1,1,1,1,0.5,1,1,55,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,18,0,0,6.55890411,3.438356164,-1,1,0,1,0,0.24,238,13.22222222
4.93,0,27,6,8.416438356,29,1,1,1,5,5,1,1,-1,1,1,5,0.5,3,3,194,5,1125,5,5,1125,1125,5,1125,1,0,1,1,3,68,20,3,6.493150685,0.35890411,1,3,2,1,0,0.9,672,9.882352941
5,0,3,0,6.802739726,0,0,0,-1,1,1,1,1,-1,1,-1,2,0.5,1,1,100,7,14,7,7,14,14,7,14,1,0,0,0,0,1,0,0,6.739726027,6.739726027,-1,1,1,0,0,0.01,13,13
4.2,6,11,0,6.81369863,0,0,0,-1,1,1,1,1,1,1,1,2,0.5,1,1,55,2,1125,2,2,1125,1125,2,1125,-1,0,0,0,0,6,0,0,6.78630137,6.720547945,-1,1,0,1,0,0.08,35,5.833333333
5,3,12,6,7.235616438,0,0,0,-1,2,2,1,1,-1,1,1,5,0.5,2,2,127,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,4,0,0,6.57260274,6.416438356,-1,2,1,1,0,0.05,47,11.75
4.75,4,26,0,6.8,0,0,0,-1,1,2,1,1,-1,1,1,2,0.5,1,1,105,30,90,30,30,1125,1125,30,1125,1,0,0,0,0,4,0,0,5.704109589,3.128767123,1,1,1,0,0,0.06,17,4.25
4.55,2,12,2,7.715068493,34,0.99,0.99,-1,55,137,1,1,-1,1,1,6,0.5,2,3,218,14,1125,14,14,1125,1125,14,1125,1,8,38,68,158,247,6,0,6.767123288,0.41369863,-1,55,55,0,0,3.14,1750,7.085020243
5,0,3,8,7.616438356,0,0,0.75,-1,1,1,1,1,-1,1,1,6,0.5,3,4,250,10,29,10,10,29,29,10,29,1,0,0,0,32,8,2,0,6.454794521,0.780821918,-1,1,1,0,0,0.11,94,11.75
4.92,3,24,9,7.298630137,29,0.7,0.46,-1,3,8,1,1,-1,1,1,1,0.5,1,0,74,30,1125,30,30,1125,1125,30,1125,1,4,34,64,339,25,0,0,6.783561644,1.950684932,-1,3,0,3,0,0.32,251,10.04
4.67,0,8,2,7.208219178,0,0,0,-1,3,3,1,1,-1,1,1,2,0.5,1,1,200,3,30,3,3,30,30,3,30,1,0,0,0,0,6,0,0,6.769863014,3.901369863,-1,2,0,2,0,0.08,29,4.833333333
4.7,0,-1,10,8.578082192,0,0,0,-1,1,4,1,1,-1,1,1,3,0.5,2,2,114,300,600,300,300,600,600,300,600,1,28,58,88,88,198,0,0,6.775342466,3.479452055,-1,1,1,0,0,2.51,1711,8.685279188
4.65,0,10,2,7.320547945,8,0.7,0.52,-1,1,2,1,1,1,1,1,4,0.5,2,2,279,1,1125,1,1,1125,1125,1,1125,1,23,52,82,170,127,7,4,6.780821918,0.301369863,-1,1,1,0,0,1.61,738,5.811023622
4.71,3,13,0,6.830136986,12,0,0,-1,2,2,1,1,1,1,1,2,0.5,1,1,95,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,7,0,0,6.452054795,4.194520548,-1,2,1,1,0,0.09,89,12.71428571
4.83,0,3,3,8.501369863,0,0,0,-1,1,1,1,1,-1,1,-1,5,0.5,3,3,150,4,1125,4,4,1125,1125,4,1125,1,0,0,0,0,7,0,0,6.632876712,5.553424658,-1,1,1,0,0,0.09,65,9.285714286
4.63,4,14,0,10.54246575,0,1,0.74,1,1,1,1,1,1,1,1,4,0.5,1,2,115,13,1125,13,13,1125,1125,13,1125,1,2,10,20,28,81,26,1,6.780821918,0.378082192,-1,1,1,0,0,1.03,782,9.775
3.25,0,10,0,6.794520548,4,0,0,-1,1,2,1,1,-1,1,-1,2,0.5,1,1,40,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,5,0,0,6.775342466,6.597260274,-1,1,0,1,0,0.06,12,2.4
4.69,0,4,3,6.794520548,0,0.93,1,-1,1,1,1,1,-1,1,-1,5,0.5,2,2,170,2,185,2,2,185,185,2,185,1,5,16,30,262,439,67,6,6.695890411,0.317808219,-1,1,1,0,0,5.64,3002,6.869565217
5,3,7,0,10.37808219,3,0,0,-1,1,1,1,1,-1,1,1,2,0.5,1,1,100,4,1125,4,4,1125,1125,4,1125,1,0,0,0,0,1,0,0,6.457534247,6.457534247,-1,1,1,0,0,0.01,0,0
4.73,0,30,16,8.517808219,0,0.89,0.8,1,1,2,1,1,-1,1,1,8,0.5,3,4,373,14,365,14,30,1125,1125,21.8,1125,1,21,39,69,344,108,6,0,5.194520548,0.457534247,-1,1,1,0,0,1.81,903,8.518867925
4.72,0,29,12,10.79178082,1,1,0.54,-1,1,2,1,1,1,1,1,5,0.5,4,5,500,5,60,3,5,60,60,5,60,1,0,6,6,73,29,4,2,6.282191781,0.342465753,-1,1,1,0,0,0.4,378,13.03448276
4.95,0,11,0,6.783561644,0,0,0,-1,1,1,1,1,-1,1,1,5,0.5,3,3,150,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,19,0,0,6.479452055,5.339726027,-1,1,1,0,0,0.25,131,6.894736842
4.74,0,11,3,6.783561644,0,0,0,-1,1,1,1,1,-1,1,1,2,0.5,1,1,109,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,34,0,0,6.380821918,4.997260274,1,1,1,0,0,0.46,269,8.151515152
4.89,0,0,0,6.890410959,12,0.9,0.97,-1,3,5,1,1,-1,1,1,10,0.5,5,6,850,2,30,2,2,30,30,2,30,1,15,34,55,297,82,20,0,6.397260274,0.394520548,-1,2,2,0,0,1.1,890,10.98765432
4,0,11,12,6.780821918,0,0,0,-1,1,2,1,1,-1,1,-1,2,0.5,1,1,17,1,7,1,1,7,7,1,7,1,0,0,0,0,1,0,0,6.731506849,6.731506849,-1,1,0,1,0,0.01,0,0
4.82,0,0,3,7.583561644,0,1,0.9,1,1,6,1,1,-1,1,1,2,0.5,1,1,90,3,1125,3,3,1125,1125,3,1125,1,0,0,0,53,45,19,2,6.761643836,0.336986301,-1,1,0,1,0,0.57,309,6.866666667
5,0,1,0,7.010958904,0,0,0,-1,1,1,1,1,-1,1,1,1,0.5,1,1,50,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,1,0,0,6.739726027,6.739726027,-1,1,0,1,0,0.01,5,5
4.89,2,14,17,6.991780822,0,1,1,1,1,1,1,1,-1,1,1,5,0.5,2,2,507,4,1125,4,14,1125,1125,5.2,1125,1,25,45,45,45,90,22,1,6.435616438,0.35890411,-1,1,1,0,0,1.2,917,10.18888889
5,3,0,3,6.778082192,9,0,0,-1,1,1,1,1,-1,1,1,6,0.5,3,3,550,3,7,3,3,7,7,3,7,1,0,0,0,0,1,0,0,6.167123288,6.167123288,-1,1,1,0,0,0.01,12,12
4.68,3,5,0,8.010958904,0,0,0,-1,1,3,1,1,-1,1,1,3,0.5,1,1,120,14,60,14,14,60,60,14,60,1,0,0,0,0,117,0,0,6.753424658,4.353424658,-1,1,1,0,0,1.49,872,7.452991453
4.81,0,1,4,8.77260274,2,0,0,-1,2,3,1,1,-1,1,1,4,0.5,2,2,282,3,1125,3,3,1125,1125,3,1125,1,0,0,0,0,28,0,0,6.591780822,3.484931507,-1,1,1,0,0,0.37,322,11.5
4.83,0,1,0,10.1369863,7,1,0.64,-1,2,3,1,1,-1,1,1,1,0.5,1,2,70,31,1125,31,31,1125,1125,31,1125,1,0,0,0,164,6,1,1,6.663013699,0.331506849,-1,2,0,2,0,0.08,74,12.33333333
4,0,1,0,8.282191781,0,0,0,-1,1,2,1,1,1,1,1,2,0.5,1,1,70,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,2,0,0,6.652054795,6.512328767,-1,1,0,1,0,0.03,13,6.5
5,0,11,1,7.709589041,2,0,0,-1,1,3,1,1,-1,1,1,5,0.5,3,3,170,5,14,5,5,14,14,5,14,1,0,0,0,0,1,0,0,4.402739726,4.402739726,1,1,1,0,0,0.02,11,11
5,0,2,0,7.887671233,0,0,0,-1,2,2,1,1,-1,1,1,2,0.5,1,1,63,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,1,0,0,3.745205479,3.745205479,-1,2,0,2,0,0.02,3,3
5,0,8,0,6.775342466,0,1,0.93,-1,1,1,1,1,-1,1,-1,1,0.5,1,1,102,1,28,1,1,1125,1125,1,1125,1,7,36,66,328,10,10,7,0.446575342,0.320547945,1,1,0,1,0,5.45,100,10
4.94,0,11,0,6.934246575,0,0,0,-1,1,1,1,1,-1,1,1,2,0.5,1,1,50,3,30,3,3,30,30,3,30,1,0,0,0,0,47,0,0,6.706849315,3.463013699,-1,1,0,1,0,0.6,520,11.06382979
4.5,0,3,16,7.391780822,0,0,0,-1,1,1,1,1,-1,1,1,2,0.5,1,1,92,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,2,0,0,6.704109589,6.608219178,-1,1,1,0,0,0.03,13,6.5
5,0,1,0,6.780821918,3,0,0,-1,1,2,1,1,-1,1,1,1,0.5,1,1,60,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,5,0,0,6.723287671,6.016438356,1,1,0,1,0,0.06,0,0
4.33,0,0,0,8.397260274,4,0,0,-1,1,1,1,1,-1,1,1,4,0.5,2,3,110,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,16,0,0,6.638356164,5.58630137,-1,1,1,0,0,0.21,100,6.25
4.43,4,19,3,9.312328767,3,0,0,-1,1,1,1,1,1,1,1,2,0.5,1,1,37,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,45,0,0,6.652054795,3.791780822,-1,1,0,1,0,0.58,334,7.422222222
4.73,0,14,19,10.03561644,2,0,0,-1,1,2,1,1,-1,1,1,4,0.5,2,2,110,28,1125,28,28,1125,1125,28,1125,1,0,0,0,0,94,0,0,6.734246575,3.331506849,-1,1,1,0,0,1.2,661,7.031914894
5,2,30,19,9.767123288,0,0,0,-1,1,1,1,1,1,1,1,4,0.5,1,2,130,2,60,2,2,60,60,2,60,1,0,0,0,0,9,0,0,6.476712329,6.263013699,-1,1,1,0,0,0.12,154,17.11111111
4.7,0,8,4,7.77260274,0,0,0,-1,1,1,1,1,1,1,1,1,0.5,1,1,90,2,14,2,2,14,14,2,14,1,0,0,0,0,11,0,0,6.684931507,5.345205479,-1,1,0,1,0,0.14,37,3.363636364
4.31,0,19,4,8.169863014,6,0,0,-1,1,2,1,1,1,1,1,2,0.5,1,1,75,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,65,0,0,6.723287671,2.810958904,-1,1,0,1,0,0.83,459,7.061538462
4.5,0,22,6,7.369863014,7,0,0,-1,2,2,1,1,-1,1,1,2,0.5,1,1,76,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,20,0,0,6.728767123,5.654794521,-1,2,0,2,0,0.26,154,7.7
4.68,3,16,1,7.838356164,0,1,0.99,-1,5,7,1,1,1,1,1,6,0.5,2,4,350,3,1125,1,3,1125,1125,2.9,1125,1,0,6,26,104,172,62,4,6.131506849,0.306849315,-1,5,5,0,0,2.42,1443,8.389534884
4.62,0,10,1,7.838356164,0,1,0.99,-1,5,7,1,1,1,1,1,6,0.5,2,4,350,3,1125,1,3,1125,1125,3,1125,1,4,9,28,102,211,45,4,6.726027397,0.336986301,-1,5,5,0,0,2.7,1425,6.753554502
4.86,1,31,7,7.298630137,29,0.7,0.46,-1,3,8,1,1,-1,1,1,1,0.5,1,1,55,30,1125,30,30,1125,1125,30,1125,1,2,2,2,15,38,0,0,6.715068493,2.271232877,-1,3,0,3,0,0.49,372,9.789473684
4.69,6,17,13,8.509589041,0,0,0,-1,1,1,1,1,1,1,1,4,0.5,2,2,218,2,365,2,4,1125,1125,3.6,1125,1,0,0,0,0,124,0,0,6.531506849,1.821917808,-1,1,1,0,0,1.63,1069,8.620967742
4.67,1,11,0,7.997260274,8,0,0,-1,1,1,1,1,1,1,1,2,0.5,1,1,97,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,9,0,0,6.550684932,5.347945205,-1,1,1,0,0,0.12,97,10.77777778
4,0,2,0,6.745205479,0,0,0,-1,1,1,1,1,-1,1,-1,2,0.5,1,1,90,4,1124,4,4,1124,1124,4,1124,1,0,0,0,0,16,0,0,6.605479452,4.246575342,-1,1,1,0,0,0.21,55,3.4375
4.83,0,7,0,6.778082192,8,0,0,-1,2,2,1,1,-1,1,-1,2,0.5,1,1,59,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,25,0,0,6.723287671,4.939726027,1,2,0,2,0,0.32,244,9.76
4.25,0,10,6,6.742465753,0,0,0,-1,1,1,1,1,-1,1,-1,7,0.5,3,4,124,2,6,2,2,6,6,2,6,1,0,0,0,0,5,0,0,6.583561644,5.380821918,-1,1,1,0,0,0.07,35,7
4.6,0,10,7,9.989041096,0,1,0.4,-1,1,1,1,1,1,1,1,6,0.5,4,4,189,5,1125,5,5,1125,1125,5,1125,1,0,0,0,0,10,2,2,6.649315068,0.336986301,-1,1,1,0,0,0.13,78,7.8
4.82,0,20,11,6.82739726,0,0.8,0.44,-1,1,1,1,1,-1,1,1,5,0.5,3,3,220,3,1125,3,3,1125,1125,3,1125,1,22,23,23,193,75,3,1,6.630136986,0.35890411,-1,1,1,0,0,0.97,608,8.216216216
4.5,0,-1,0,6.734246575,0,0,0,-1,1,1,1,1,-1,1,-1,1,0.5,1,1,25,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,2,0,0,6.550684932,6.42739726,-1,1,0,1,0,0.03,11,5.5
4.5,0,1,2,8.443835616,0,0,1,-1,3,3,1,1,-1,1,1,7,0.5,3,5,150,2,60,2,2,1125,1125,2,1125,1,0,0,0,0,14,7,0,6.463013699,0.915068493,1,2,1,1,0,0.19,90,6.428571429
4.7,6,19,3,6.734246575,11,0.67,1,-1,1,1,1,1,-1,1,-1,5,0.5,4,4,130,3,40,3,3,40,40,3,40,1,0,0,0,0,12,0,0,5.457534247,3.356164384,-1,1,1,0,0,0.19,99,8.25
4.67,0,6,0,9.989041096,0,1,0.84,1,2,6,1,1,-1,1,1,2,0.5,1,1,69,1,14,1,1,14,14,1,14,1,2,2,11,12,280,60,6,6.698630137,0.342465753,-1,2,0,2,0,3.6,2041,7.341726619
5,0,10,0,8.323287671,0,1,1,-1,1,1,1,1,-1,1,1,4,0.5,2,2,380,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,4,4,3,0.473972603,0.304109589,1,1,1,0,0,1.85,37,9.25
4.71,0,10,5,7.287671233,8,1,0.99,-1,5,10,1,1,-1,1,1,3,0.5,1,2,200,6,15,6,6,1125,1125,6,1125,1,5,29,49,49,210,18,0,6.712328767,0.416438356,1,5,5,0,0,2.69,1738,8.276190476
5,0,0,0,7.068493151,9,0,0,-1,1,1,1,1,1,1,1,7,0.5,3,7,200,5,1125,5,5,1125,1125,5,1125,1,0,0,0,0,2,0,0,6.4,6.38630137,-1,1,1,0,0,0.03,15,7.5
4.91,0,1,0,6.876712329,0,1,0.69,1,3,3,1,1,1,1,-1,2,0.5,1,1,60,1,2,1,1,2,2,1,2,1,3,20,50,303,100,32,6,6.668493151,0.339726027,-1,3,0,3,0,1.29,756,7.56
4.52,3,10,3,6.726027397,3,0,0,-1,1,2,1,1,-1,1,1,2,0.5,1,1,150,2,1125,2,2,1125,1125,2,1125,1,0,24,54,329,53,0,0,4.997260274,3.58630137,1,1,0,1,0,0.93,315,5.943396226
4.59,1,2,0,6.723287671,0,0.9,0.97,-1,1,4,1,-1,-1,1,-1,2,0.5,1,1,66,2,7,2,2,7,7,2,7,1,3,6,6,6,182,33,7,6.709589041,0.309589041,-1,1,0,1,0,2.33,1085,5.961538462
5,0,18,0,6.723287671,0,0,0,-1,1,1,1,1,-1,1,1,1,0.5,1,1,25,7,63,7,7,63,63,7,63,1,0,0,0,0,1,0,0,6.520547945,6.520547945,-1,1,0,1,0,0.01,6,6
5,0,7,3,8.419178082,0,0,0,-1,2,2,1,1,1,1,1,4,0.5,1,2,69,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,2,0,0,4.273972603,4.268493151,1,1,1,0,0,0.04,39,19.5
4.82,0,6,0,6.720547945,0,0,0,-1,2,2,1,1,-1,1,1,4,0.5,2,2,110,4,17,4,4,17,17,4,17,1,0,0,0,0,11,0,0,6.673972603,6.246575342,-1,2,2,0,0,0.14,117,10.63636364
4.82,4,5,2,6.728767123,8,1,0.83,1,3,5,1,-1,-1,1,1,2,0.5,1,1,129,2,1125,2,2,1125,1125,2,1125,1,4,17,42,42,113,55,7,6.684931507,0.328767123,-1,2,2,0,0,1.45,1030,9.115044248
4.72,0,17,10,11.70136986,25,1,0.98,-1,3,4,1,1,-1,1,1,4,0.5,1,2,189,14,1124,1,14,1124,1124,11.6,1124,1,0,3,8,249,422,72,7,6.550684932,0.312328767,-1,3,3,0,0,5.55,3611,8.556872038
4.85,3,18,4,11.54246575,0,0,0,-1,3,3,1,1,-1,1,1,2,0.5,1,1,61,2,30,2,2,1125,1125,2,1125,1,0,0,0,0,178,0,0,5.487671233,2.81369863,1,3,0,3,0,2.82,1829,10.2752809
5,0,6,0,6.712328767,0,0,0,-1,1,1,1,1,-1,1,1,2,0.5,1,1,50,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,1,0,0,6.534246575,6.534246575,1,1,0,1,0,0.01,13,13
4.87,1,17,17,11.44657534,6,1,0.96,-1,2,3,1,1,-1,1,1,4,0.5,1,2,152,2,1125,2,2,1125,1125,2,1125,1,0,0,7,7,181,7,3,6.608219178,0.315068493,-1,2,1,1,0,2.36,2348,13.04444444
4.5,0,16,0,8.443835616,0,0,1,-1,1,2,1,1,-1,1,-1,7,0.5,4,9,130,5,14,5,6,14,30,5.1,15.4,1,0,0,0,0,6,2,2,6.457534247,0.367123288,1,1,1,0,0,0.08,42,7
4.92,0,26,15,9.17260274,18,1,0.94,1,1,1,1,1,1,1,1,2,0.5,1,2,62,2,1125,2,2,1125,1125,2,1125,1,4,11,33,106,162,36,2,6.671232877,0.312328767,-1,1,1,0,0,2.09,1937,11.95679012
4,0,1,0,6.709589041,0,0,0,-1,1,1,1,1,1,1,1,2,0.5,1,1,65,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,1,0,0,6.610958904,6.610958904,-1,1,0,1,0,0.01,20,20
5,1,4,0,6.706849315,14,0,0,-1,1,2,1,1,-1,1,1,1,0.5,1,1,30,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,1,0,0,6.594520548,6.594520548,-1,1,0,1,0,0.01,17,17
5,0,1,0,7.926027397,0,0,0,-1,3,3,1,1,-1,1,1,2,0.5,1,1,55,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,11,0,0,5.660273973,3.252054795,-1,3,1,2,0,0.17,93,8.454545455
0,0,10,7,7.460273973,0,0,0,-1,1,1,1,1,-1,1,-1,4,0.5,2,2,150,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,1,0,0,5.78630137,5.78630137,-1,1,1,0,0,0.01,0,0
4.7,0,16,11,8.421917808,10,1,1,-1,3,3,1,1,-1,1,1,2,0.5,1,1,43,1,1125,1,2,1125,1125,1.3,1125,1,0,0,0,0,83,0,0,6.567123288,4.747945205,-1,2,1,1,0,1.09,697,8.397590361
4.45,0,3,0,12.30136986,6,1,0.98,-1,32,41,1,1,-1,1,1,4,0.5,1,2,373,2,1125,1,3,1125,1125,2,1125,1,13,29,56,187,78,63,1,6.468493151,0.347945205,1,31,30,1,0,1.04,343,4.397435897
5,0,1,4,7.97260274,2,1,0.81,1,4,17,1,1,-1,1,1,1,0.5,1,1,45,60,1125,60,60,1125,1125,60,1125,1,13,13,13,213,16,4,0,6.345205479,0.610958904,-1,4,1,3,0,0.22,178,11.125
4.85,1,14,12,12.4109589,0,0,0,-1,1,1,1,1,1,1,1,4,0.5,3,3,175,3,14,3,3,14,14,3,14,1,0,0,0,0,27,0,0,6.643835616,3.597260274,-1,1,1,0,0,0.35,322,11.92592593
4,0,3,9,6.895890411,0,1,0.94,-1,4,4,1,1,1,1,-1,2,0.5,1,1,161,1,365,1,2,28,365,1.1,284.2,1,0,0,0,0,6,4,0,4.082191781,0.457534247,-1,4,0,4,0,0.13,19,3.166666667
4.67,0,20,10,6.868493151,0,0,0,-1,1,2,1,1,-1,1,-1,2,0.5,1,1,45,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,3,0,0,6.668493151,4.463013699,-1,1,0,1,0,0.04,15,5
4.77,1,3,9,6.895890411,0,1,0.94,-1,4,4,1,1,1,1,-1,2,0.5,1,2,164,1,365,1,2,28,365,1.1,284.2,1,0,0,0,0,22,14,0,5.660273973,0.383561644,1,4,0,4,0,0.34,171,7.772727273
4.83,1,5,0,6.698630137,0,0.92,0.98,-1,1,2,1,1,-1,1,1,2,0.5,1,1,139,1,1125,1,1,1125,1125,1,1125,1,3,3,3,3,278,35,0,6.515068493,0.493150685,1,1,0,1,0,3.67,2504,9.039711191
5,0,5,0,6.690410959,0,0,0,-1,1,1,1,1,-1,1,-1,5,0.5,4,4,115,3,7,3,3,7,7,3,7,1,0,0,0,0,2,0,0,6.463013699,6.44109589,-1,1,1,0,0,0.03,26,13
4.87,3,4,0,6.690410959,10,0.9,0.84,-1,2,3,1,1,-1,1,1,2,0.5,1,1,50,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,337,14,0,6.630136986,0.824657534,-1,2,1,1,0,4.37,2752,8.166172107
4,3,17,0,10.09589041,5,0,0,-1,1,1,1,1,-1,1,1,4,0.5,2,2,125,5,1125,5,5,1125,1125,5,1125,1,0,0,0,0,1,0,0,6.419178082,6.419178082,1,1,1,0,0,0.01,19,19
4.95,0,15,0,6.687671233,0,0.92,0.86,-1,1,4,1,1,-1,1,-1,1,0.5,1,1,40,1,7,1,1,7,7,1,7,1,1,9,31,239,97,43,3,6.668493151,0.339726027,-1,1,0,1,0,1.25,831,8.567010309
4.89,0,1,8,7.819178082,3,0,0,-1,2,2,1,1,-1,1,1,3,0.5,1,2,80,7,1125,7,7,1125,1125,7,1125,1,0,0,0,0,66,0,0,6.58630137,2.909589041,-1,2,0,2,0,0.86,745,11.28787879
